,cik,companyName,stockSymbol,with10K
536,0001275477,"Bimini Capital Management, Inc.",bmnm,1
537,0000792641,Bio Reference Laboratories Inc,brli,1
538,0001534287,BioAmber Inc.,bioa,1
539,0001289236,BioMed Realty Trust Inc,bmr,1
540,0001504167,BioPharmX Corp,bpmx,1
541,0001014739,"BioScrip, Inc.",bios,1
542,0001371128,BioSolar Inc,bsrc,1
543,0001574774,"BioTelemetry, Inc.",beat,1
544,0000720154,Bioanalytical Systems Inc,basi,1
545,0000882796,Biocryst Pharmaceuticals Inc,bcrx,1
546,0001103021,Biodelivery Sciences International Inc,bdsi,1
547,0001712641,Biofrontera AG,bfra,0
548,0000875045,Biogen Idec Inc.,biib,1
549,0000834365,Biolife Solutions Inc,blfs,1
550,0001048477,Biomarin Pharmaceutical Inc,bmrn,1
551,0000073290,Biomerica Inc,bmra,1
552,0001411690,"Bionano Genomics, Inc",bngow,1
553,0000072444,"Biota Pharmaceuticals, Inc.",bota,1
554,0000876343,Biotime Inc,btx,1
555,0000818813,Bitstream Inc.,,1
556,0000849547,Black Box Corp,bbox,1
557,0000913277,"Black Diamond, Inc.",bde,1
558,0001130464,Black Hills Corp /Sd/,bkh,1
559,0001364742,BlackRock Inc.,blk,1
560,0001280058,Blackbaud Inc,blkb,1
561,0001411488,"Blackhawk Network Holdings, Inc",hawk,1
562,0001102358,Blastgard International Inc,blga,1
563,0001000683,Blonder Tongue Laboratories Inc,bdr,1
564,0001664703,Bloom Energy Corp,be,1
565,0001589526,Blue Bird Corp,blbd,1
566,0001601545,"Blue Hills Bancorp, Inc.",bhbk,1
567,0001091171,Blue Nile Inc,nile,1
568,0001730773,Blue Star Foods Corp.,,1
569,0001392091,"Blueknight Energy Partners, L.P.",bkep,1
570,0000012927,Boeing Co,ba,1
571,0001169988,Boingo Wireless Inc,wifi,1
572,0000875357,Bok Financial Corp Et Al,bokf,1
573,0001443646,Booz Allen Hamilton Holding Corp,bah,1
574,0001277141,"Borderfree, Inc.",brdr,1
575,0000908255,Borgwarner Inc,bwa,1
576,0000949870,Boston Beer Co Inc,sam,1
577,0000821127,Boston Private Financial Holdings Inc,bpfh,1
578,0000885725,Boston Scientific Corp,bsx,1
579,0001073349,Bottomline Technologies Inc /DE/,epay,1
580,0000719135,Bovie Medical Corp,bvx,1
581,0001624512,Boxlight Corp,boxl,1
582,0000906553,Boyd Gaming Corp,byd,1
583,0000746598,Brady Corp,brc,1
584,cr852320,Branch Banking and Trust Company,,0
585,0001495479,"Bravo Brio Restaurant Group, Inc.",bbrg,1
586,0001357371,Breitburn Energy Partners LP,bbep,1
587,0001378590,"Bridgeline Digital, Inc.",blin,1
588,0001305323,Bridgepoint Education Inc,bpi,1
589,0000014177,Bridgford Foods Corp,brid,1
590,0000014195,Briggs & Stratton Corp,bgg,1
591,0001437578,Bright Horizons Family Solutions Inc.,bfam,1
592,0001313275,Brightcove Inc,bcov,1
593,0000703351,Brinker International Inc,eat,1
594,0000073887,Bristow Group Inc,brs,1
595,0001581068,Brixmor Property Group Inc.,brx,1
596,0001054374,Broadcom Corp,brcm,1
597,0001383312,"Broadridge Financial Solutions, Inc.",br,1
598,0001086909,"Broadsoft, Inc.",bsft,1
599,0000073048,Broadview Institute Inc,bvii,1
600,0000920448,Broadvision Inc,bvsn,1
601,0001120370,"Broadwind Energy, Inc.",bwen,1
602,0001009626,Brocade Communications Systems Inc,brcd,1
603,0001332349,Brookdale Senior Living Inc.,bkd,1
604,0001049782,Brookline Bancorp Inc,brkl,1
605,0000933974,Brooks Automation Inc,brks,1
606,0000079282,Brown & Brown Inc,bro,1
607,0000014930,Brunswick Corp,bc,1
608,0000802681,Bryn Mawr Bank Corp,bmtc,1
609,0001054721,Bsquare Corp /WA,bsqr,1
610,0000885245,Buckle Inc,bke,1
611,0001062449,Buffalo Wild Wings Inc,bwld,1
612,0001448597,Bullfrog Gold Corp.,bfgc,1
613,0001144519,Bunge LTD,bg,1
614,0001043277,C H Robinson Worldwide Inc,chrw,1
615,0000808064,C&D TECHNOLOGIES INC,chhp,1
616,831609,C21 Investments Inc.,,0
617,0000350199,CACHE INC,cach,1
618,0001173382,CAE INC,cae,0
619,0000016104,CAGLES INC,cagaq,1
620,0001388430,"CAI International, Inc.",cap,1
621,0000014707,CALERES INC,bws,1
622,0000812701,CALGON CARBON Corp,ccc,1
623,0001014672,CALIPER LIFE SCIENCES INC,,1
624,0000899426,CALYPTE BIOMEDICAL CORP,cbmc,1
625,0000913443,CAMBRIDGE HEART INC,camh,1
626,0001009001,CAMECO CORP,ccj,0
627,0001045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,,0
628,0001071992,CAPITAL BANK CORP,cbkn,1
629,0000017313,CAPITAL SOUTHWEST CORP,cswc,1
630,0000840264,CAPITOL BANCORP LTD,cbcrq,1
631,0001009759,CAPSTONE TURBINE Corp,cpst,1
632,0000937252,CAREADVANTAGE INC,cadv,1
633,0001457543,CAREFUSION Corp,cfn,1
634,0001125259,CARNIVAL PLC,cuk,1
635,0000017927,CARROLS CORP,,1
636,0000018061,CASCADE CORP,casc,1
637,0001225525,CASCADES INC,cas,0
638,0001433714,"CASTLIGHT HEALTH, INC.",cslt,1
639,0001090403,"CATALYST HEALTH SOLUTIONS, INC.",chsi,1
640,0001144906,CATALYST PAPER CORP,cystf,0
641,0001175609,"CAVIUM, INC.",cavm,1
642,0000944148,"CBIZ, Inc.",cbz,1
643,0001609702,"CDK Global, Inc.",cdk,1
644,0001402057,CDW Corp,cdw,1
645,0001066104,CEB Inc.,ceb,1
646,0000018429,CEDAR POINT INC,,0
647,0001030894,CELESTICA INC,cls,0
648,0001325279,CELLCYTE GENETICS CORP,ccyg,1
649,0001076378,CEMEX SAB DE CV,cx,0
650,0001475260,CENOVUS ENERGY INC.,cve,0
651,0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,cnpp_priv,1
652,0001042773,CENTERPOINT ENERGY RESOURCES CORP,cnp_priv,1
653,0000018808,CENTRAL VERMONT PUBLIC SERVICE CORP,,1
654,0001019650,CENTRUE FINANCIAL CORP,cfcb,1
655,0001065059,CENTRUS ENERGY CORP,leu,1
656,0000873364,CEPHALON INC,ceph,1
657,0000018937,CERADYNE INC,crdn,1
658,0001037962,CGG,cgg,0
659,0001061574,CGI GROUP INC,gib,0
660,0000777491,CH2M HILL COMPANIES LTD,ch2m_priv,1
661,0000019353,CHARMING SHOPPES INC,,1
662,0001364954,"CHEGG, INC",chgg,1
663,0001123134,CHIPMOS TECHNOLOGIES INC,,0
664,0001058090,CHIPOTLE MEXICAN GRILL INC,cmg,1
665,0000884130,CHROMCRAFT REVINGTON INC,crcv,1
666,0001132924,CHUNGHWA TELECOM CO LTD,cht,0
667,0001008595,CIMATRON LTD,cimt,0
668,0000786620,CIMETRIX INC,cmxx,1
669,0000885975,CINEMARK USA INC /TX,cnk_priv1,1
670,0001022505,CIPHERLOC Corp,clok,1
671,0000813716,CIRTRAN CORP,circ,1
672,0000858877,"CISCO SYSTEMS, INC.",csco,1
673,cr3918898,"CIT Bank, N.A.",,0
674,0001174527,CITADEL BROADCASTING CORP,cddgw,1
675,0000759944,CITIZENS FINANCIAL GROUP INC/RI,cfg,1
676,0000351077,"CITIZENS REPUBLIC BANCORP, INC.",crbc,1
677,0000919628,CKE RESTAURANTS INC,ckr,1
678,0000020740,CLARCOR INC.,clc,1
679,0000840715,CLEARONE INC,clro,1
680,0001089819,CLECO CORP,cnl,1
681,0000811156,CMS ENERGY CORP,cms,1
682,0001567094,CNH Industrial N.V.,cnhi,0
683,0001093897,COASTAL BANKING CO INC,cbco,1
684,0000030828,COBRA ELECTRONICS CORP,cobr,1
685,0001491675,"COCA-COLA ENTERPRISES, INC.",cce,1
686,0001158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",ccoi,1
687,0000894237,COGENTIX MEDICAL INC /DE/,cgnt,1
688,0001018005,COLDWATER CREEK INC,cwtrq,1
689,0001267565,"COLLEGIUM PHARMACEUTICAL, INC",coll,1
690,0000909111,COLONIAL PROPERTIES TRUST,clp,1
691,0001013844,COLONIAL REALTY LIMITED PARTNERSHIP,,1
692,0001282607,COLONY RESORTS LVH ACQUISITIONS LLC,,1
693,0001324482,COMMERCIAL BARGE LINE CO,,1
694,0001035884,COMMSCOPE INC,,1
695,0001361103,COMPLETE GENOMICS INC,gnom,1
696,0000022872,COMPREHENSIVE CARE CORP,chcr,1
697,0001372664,"COMVERGE, INC.",,1
698,0000803014,COMVERSE TECHNOLOGY INC/NY/,,1
699,0000896778,CONCEPTUS INC,cpts,1
700,0001367920,"CONCERT PHARMACEUTICALS, INC.",cnce,1
701,0000740112,CONCORD EFS INC,,1
702,0001069353,CONEXANT SYSTEMS INC,cnxt,1
703,0001211759,CONNECTURE INC,cnxr,1
704,0001710366,CONSOL Energy Inc.,ceix,1
705,0001047862,CONSOLIDATED EDISON INC,ed,1
706,0000921500,CONSOLIDATED GRAPHICS INC /TX/,cgx,1
707,0000732834,"CONTINENTAL RESOURCES, INC",clr,1
708,0001080034,"CONVERSANT, INC.",cnvr,1
709,0000934306,CONVERSION SERVICES INTERNATIONAL INC,cvnsq,1
710,0001383154,"COPsync, Inc.",coyn,1
711,0001066134,CORINTHIAN COLLEGES INC,coco,1
712,0001145404,CORNERSTONE THERAPEUTICS INC,crtx,1
713,0000718096,COSMO COMMUNICATIONS CORP,csmo,1
714,0000798955,COST PLUS INC/CA/,cpwm,1
715,0001054833,COVENTRY HEALTH CARE INC,cvh,1
716,0000025354,CPI CORP,cpicq,1
717,0001641614,CPI Card Group Inc.,pmts,1
718,0000892222,"CRAFT BREW ALLIANCE, INC.",brew,1
719,0000025475,CRAWFORD & CO,crd.b,1
720,0001360474,CRC Health CORP,,1
721,0001394638,CREATIVE LEARNING Corp,clcn,1
722,0001356093,"CREATIVE REALITIES, INC.",crex,1
723,0000882537,CREATOR CAPITAL LTD,ctorf,1
724,0000277924,CREDO PETROLEUM CORP,cred,1
725,0001674416,CRISPR Therapeutics AG,crsp,1
726,0001449488,CSI Compressco LP,cclp,1
727,0001646383,CSRA Inc.,csra,1
728,0000891293,CTI BIOPHARMA CORP,ctic,1
729,0001108967,"CUI Global, Inc.",cui,1
730,0000039263,"CULLEN/FROST BANKERS, INC.",cfr,1
731,0001510964,"CV Sciences, Inc.",canv,1
732,0001377720,CYBERDEFENDER CORP,cydeq,1
733,0000060876,CYBEX INTERNATIONAL INC,cybi,1
734,0001365832,CYBRA CORP,cyrp,1
735,0000897067,CYMER INC,cymi,1
736,0001267130,Cabelas Inc,cab,1
737,0001632127,"Cable One, Inc.",cabo,1
738,0001053112,Cablevision Systems Corp /NY,cvc,1
739,0000016040,Cabot Corp,cbt,1
740,0001102934,Cabot Microelectronics Corp,ccmp,1
741,0000016058,Caci International Inc /DE/,caci,1
742,0001699136,"Cactus, Inc.",WHD,1
743,0000813672,Cadence Design Systems Inc,cdns,1
744,0001504379,CaesarStone Sdot-Yam Ltd.,cste,0
745,0000858339,Caesars Entertainment Corp,czr,1
746,0001117733,Cafepress Inc.,prss,1
747,0000878560,"CalAtlantic Group, Inc.",spf,1
748,0000320017,"Caladrius Biosciences, Inc.",nbs,1
749,0001133470,Calavo Growers Inc,cvgw,1
750,0001406666,"Calix, Inc",calx,1
751,0000837465,Callaway Golf Co,ely,1
752,0001035748,Callidus Software Inc,cald,1
753,0001414628,"Calpian, Inc.",clpi,1
754,0000916457,Calpine Corp,cpn,1
755,0001466815,"Cambium Learning Group, Inc.",abcd,1
756,0000750686,Camden National Corp,cac,1
757,0000906345,Camden Property Trust,cpt,1
758,0000941548,Cameron International Corp,cam,1
759,0000016732,Campbell Soup Co,cpb,1
760,0001669779,"Camping World Holdings, Inc.",cwh,1
761,0001690511,Canada Goose Holdings Inc.,goos,0
762,0000016868,Canadian National Railway Co,cni,0
763,0000016875,Canadian Pacific Railway Ltd/Cn,cp,1
764,0001349929,"Cancer Genetics, Inc",cgix,1
765,0001737927,Canopy Growth Corp,,0
766,0000019446,Cantel Medical Corp,cmn,1
767,0001672909,Canterbury Park Holding Corp,cphc,1
768,0000926761,Canterbury Park Holding Corp,cphc,1
769,0001104349,Capella Education Co,cpla,1
770,0000726601,Capital City Bank Group Inc,ccbg,1
771,0000927628,Capital One Financial Corp,cof,1
772,0001043000,Capital Senior Living Corp,csu,1
773,0001494259,"CarGurus, Inc.",carg,1
774,0001009672,Carbo Ceramics Inc,crr,1
775,0001366527,"Carbon Black, Inc.",cblk,1
776,0001340127,Carbonite Inc,carb,1
777,0001178104,Cardica Inc,crdc,1
778,0000721371,Cardinal Health Inc,cah,1
779,0001036141,Cardiome Pharma Corp,crme,0
780,0001180145,Cardiovascular Systems Inc,csii,1
781,0001666071,"Cardlytics, Inc.",cdlx,1
782,0001412270,Care.com Inc,crcm,1
783,0001217234,"CareDx, Inc.",cdna,1
784,0001142406,"CarePayment Technologies, Inc.",cpyt,1
785,0001377149,CareView Communications Inc,crvw,1
786,0001046568,Career Education Corp,ceco,1
787,0001332602,"Caribou Coffee Company, Inc.",,1
788,0000799088,Carmike Cinemas Inc,ckec,1
789,1024095,"Carnegie Development, Inc",ESCU,1
790,0000815097,Carnival Corp,ccl,1
791,0000017843,Carpenter Technology Corp,crs,1
792,0001094814,"Cartesian, Inc.",crtn,1
793,0000764579,Cas Medical Systems Inc,casm,1
794,0000864559,Cascade Microtech Inc,cscd,1
795,0000911177,Casella Waste Systems Inc,cwst,1
796,0000726958,Caseys General Stores Inc,casy,1
797,0000807884,Cash America International Inc,csh,1
798,0000708781,Cass Information Systems Inc,cass,1
799,0001311538,Castle Brands Inc,rox,1
800,0001416083,"Catalent Pharma Solutions, Inc.",,1
801,0001363851,Catamaran Corp,ctrx,1
802,0000018230,Caterpillar Inc,cat,1
803,0000861842,Cathay General Bancorp,caty,1
804,0000018255,Cato Corp,cato,1
805,0000278166,Cavco Industries Inc,cvco,1
806,0000813828,Cbs Corp,cbs,1
807,0000721447,Cca Industries Inc,caw,1
808,0000018396,Cdi Corp,cdi,1
809,0000003197,Ceco Environmental Corp,cece,1
810,0000811532,Cedar Fair L P,fun,1
811,0001421766,Ceelox Inc.,celo,1
812,0001306830,Celanese CORP,ce,1
813,0001327467,Celator Pharmaceuticals Inc,cpxx,1
814,0000816284,Celgene Corp /DE/,celg,1
815,0001470512,Cell-nique Corp,,1
816,0001305253,Celladon Corp,cldn,1
817,0000744218,"Celldex Therapeutics, Inc.",cldx,1
818,0000749647,Celsion CORP,clsn,1
819,0001071739,Centene Corp,cnc,1
820,0001130310,Centerpoint Energy Inc,cnp,1
821,0000887733,Central Garden & Pet Co,cent,1
822,0000701347,Central Pacific Financial Corp,cpf,1
823,0000812348,Century Bancorp Inc,cnbka,1
824,0000911147,Century Casinos Inc /CO/,cnty,1
825,0000018926,"Centurylink, Inc",ctl,1
826,0000920321,"Cenveo, Inc",cvo,1
827,0001037760,Cepheid,cphd,1
828,0001119769,Ceragon Networks Ltd,crnt,0
829,0001324759,Cereplast Inc,cerpq,1
830,0000767884,"Ceres, Inc.",cere,1
831,0000804753,Cerner Corp /MO/,cern,1
832,0001401914,Cerulean Pharma Inc.,ceru,1
833,0001020214,Cerus Corp,cers,1
834,0001173489,Ceva Inc,ceva,1
835,0000019149,Champion Industries Inc,chmp,1
836,0001444598,"Change Healthcare Holdings, Inc.",em,1
837,0001169652,Channeladvisor Corp,ecom,1
838,0001346980,"Chaparral Energy, Inc.",cpr,1
839,0001015155,Charles & Colvard Ltd,cthr,1
840,0001100682,Charles River Laboratories International Inc,crl,1
841,0000892553,Chart Industries Inc,gtls,1
842,0001091667,"Charter Communications, Inc. /MO/",chtr,1
843,0001478726,Charter Financial Corp,chfn,1
844,0000830524,Chase Corp,ccf,1
845,0001025771,Chase Packaging Corp,cpka,1
846,0001015922,Check Point Software Technologies Ltd,chkp,0
847,0000215419,Checkpoint Systems Inc,ckp,1
848,0000887596,Cheesecake Factory Inc,cake,1
849,0001597835,Cheetah Mobile Inc.,cmcm,0
850,0001517175,"Chefs' Warehouse, Inc.",chef,1
851,0001092662,"Chembio Diagnostics, Inc.",cemi,1
852,0000019584,Chemed Corp,che,1
853,0000019612,Chemical Financial Corp,chfc,1
854,0001340652,"ChemoCentryx, Inc.",ccxi,1
855,0001091862,Chemtura CORP,chmt,1
856,0000003570,Cheniere Energy Inc,lng,1
857,0000844161,Cherokee Inc,chke,1
858,0000895126,Chesapeake Energy Corp,chk,1
859,0000019745,Chesapeake Utilities Corp,cpk,1
860,0000093410,Chevron Corp,cvx,1
861,0000897429,Chicos Fas Inc,chs,1
862,0001041859,"Childrens Place, Inc.",plce,1
863,0001409493,Chimera Investment Corp,cim,1
864,0001445474,China Construction Bank Corp,cichy,0
865,1723980,"China SXT Pharmaceuticals, Inc.",SXTC,0
866,0001046311,Choice Hotels International Inc /DE,chh,1
867,0000883943,Christopher & Banks Corp,cbk,1
868,0001386570,ChromaDex Corp.,cdxc,1
869,0000823277,Chs Inc,chscl,1
870,0000020171,Chubb Corp,cb,1
871,0000313927,Church & Dwight Co Inc /DE/,chd,1
872,0001744895,Churchill Capital Corp,ccc.u,1
873,0000020212,Churchill Downs Inc,chdn,1
874,0000020232,ChyronHego Corp,chyr,1
875,0000918581,Ciber Inc,cbr,1
876,0000945384,Cicero Inc,cicn,1
877,0000936395,Ciena Corp,cien,1
878,0001739940,Cigna Corp,ci,1
879,0000716133,Cincinnati Bell Inc,cbb,1
880,0000020286,Cincinnati Financial Corp,cinf,1
881,0000723254,Cintas Corp,ctas,1
882,0000772406,Cirrus Logic Inc,crus,1
883,0001171825,Cit Group Inc,cit,1
884,0001318484,Citi Trends Inc,ctrn,1
885,cr476810,"Citibank, N.A.",,0
886,0000831001,Citigroup Inc,c,1
887,cr3041974,Citizens Bank of Pennsylvania,,0
888,cr3303298,"Citizens Bank, N.A.",,0
889,0000877890,Citrix Systems Inc,ctxs,1
890,cr63069,City National Bank,,0
891,0000949428,Clean Diesel Technologies Inc,cdti,1
892,0001334978,"Clear Channel Outdoor Holdings, Inc.",cco,1
893,0001402857,"Clear Skies Solar, Inc",cskh,1
894,0001539029,"Clearside Biomedical, Inc.",clsd,1
895,0001434524,Clearsign Combustion Corp,clir,1
896,0001441236,Clearwater Paper Corp,clw,1
897,0001442505,Clearwire Corp /DE,clwr,1
898,0001535379,"Cloudera, Inc.",cldr,1
899,0000021175,Cna Financial Corp,cna,1
900,0000736772,Cnb Financial Corp/PA,ccne,1
901,0001116132,Coach Inc,coh,1
902,0000728303,Coast Distribution System Inc,crv,1
903,0001437213,"Coastal Carolina Bancshares, Inc.",ccnb,1
904,0001471261,"Cobalt International Energy, Inc.",cie,1
905,0001028734,Cobiz Financial Inc,cobz,1
906,0001334325,"Coda Octopus Group, Inc.",cdoc,1
907,0001200375,Codexis Inc,cdxs,1
908,0000215466,"Coeur Mining, Inc.",cde,1
909,0000851205,Cognex Corp,cgnx,1
910,0001058290,Cognizant Technology Solutions Corp,ctsh,1
911,0000021510,Coherent Inc,cohr,1
912,0001323653,"Coleman Cable, Inc.",ccix,1
913,0001420800,Colfax CORP,cfx,1
914,0000021665,Colgate Palmolive Co,cl,1
915,0001089143,Collectors Universe Inc,clct,1
916,0001508677,Colt Defense LLC,,1
917,0001050797,Columbia Sportswear Co,colm,1
918,0001005229,Columbus Mckinnon Corp,cmco,1
919,0001383183,CombiMatrix Corp,cbmx,1
920,0001166691,Comcast Corp,cmcsa,1
921,cr60143,Comerica Bank,,0
922,0000028412,Comerica Inc /New/,cma,1
923,0001035983,Comfort Systems Usa Inc,fix,1
924,0001140102,"Command Center, Inc.",ccni,1
925,0000864509,Command Security Corp,moc,1
926,0000022356,Commerce Bancshares Inc /MO/,cbsh,1
927,cr601050,Commerce Bank,,0
928,0000022444,Commercial Metals Co,cmc,1
929,0001290900,"Commercial Vehicle Group, Inc.",cvgi,1
930,0000022701,Communications Systems Inc,jcs,1
931,0000350852,Community Trust Bancorp Inc /Ky/,ctbi,1
932,0001169561,Commvault Systems Inc,cvlt,1
933,cr697633,Compass Bank,,0
934,0001227654,Compass Minerals International Inc,cmp,1
935,0001119774,Compugen Ltd,cgen,0
936,0001242513,Computer Graphics International Inc.,cgii,1
937,0001169445,Computer Programs & Systems Inc,cpsi,1
938,0000023082,Computer Sciences Corp,csc,1
939,0001109879,"Computer Software Innovations, Inc.",cswi,1
940,0000023111,Computer Task Group Inc,ctg,1
941,0000859014,Compuware Corp,cpwr,1
942,0001049606,Compx International Inc,cix,1
943,0001158172,"Comscore, Inc.",scor,1
944,0000023197,Comtech Telecommunications Corp /DE/,cmtl,1
945,0000023675,Con-way Inc.,cnw,1
946,0000023217,Conagra Foods Inc /DE/,cag,1
947,0001005101,Concierge Technologies Inc,cncg,1
948,0001066026,Concur Technologies Inc,cnqr,1
949,0000749038,Concurrent Computer Corp/DE,ccur,1
950,0001346346,"Confederate Motors, Inc.",cfed,1
951,0001305773,ConforMIS Inc,cfms,1
952,0001502292,"Conifer Holdings, Inc.",cnfr,1
953,0000816956,Conmed Corp,cnmd,1
954,0000712771,"ConnectOne Bancorp, Inc.",cnob,1
955,0001462694,"ConnectOne Bancorp, Inc.",,1
956,0001223389,Conns Inc,conn,1
957,0001304421,"Consolidated Communications Holdings, Inc.",cnsl,1
958,0001405277,"Constant Contact, Inc.",ctct,1
959,0000016918,"Constellation Brands, Inc.",stz,1
960,0001411688,"Container Store Group, Inc.",tcs,1
961,0001259515,Control4 Corp,ctrl,1
962,0001704715,"Contura Energy, Inc.",cnte,1
963,0001062047,Convergys Corp,cvg,1
964,0001407450,"Convio, Inc.",,1
965,0000711404,Cooper Companies Inc,coo,1
966,0001141982,Cooper Industries plc,cbe,1
967,0000024491,Cooper Tire & Rubber Co,ctb,1
968,0001297067,"Copano Energy, L.L.C.",cpno,1
969,0000900075,Copart Inc,cprt,1
970,0001595097,"Corbus Pharmaceuticals Holdings, Inc.",crbp,1
971,0001088856,Corcept Therapeutics Inc,cort,1
972,0001026655,Core Molding Technologies Inc,cmt,1
973,0000036047,"Corelogic, Inc.",clgx,1
974,0001401680,Cornerstone OnDemand Inc,csod,1
975,0000024741,Corning Inc /NY,glw,1
976,0000860546,Corporate Office Properties Trust,ofc,1
977,0001070985,Corrections Corp Of America,cxw,1
978,0000874866,Corvel Corp,crvl,1
979,0001171014,Cosi Inc,cosi,1
980,0000909832,Costco Wholesale Corp /New,cost,1
981,0000884713,Cott Corp /Cn/,cot,1
982,0001024305,Coty Inc.,coty,1
983,0000025232,Cousins Properties Inc,cuz,1
984,0001023131,Covance Inc,cvd,1
985,0001722287,Covia Holdings Corp,cvia,1
986,0001563699,Covisint Corp,covs,1
987,0001466538,"Cowen Group, Inc.",cown,1
988,0001053706,"Cra International, Inc.",crai,1
989,0001067294,"Cracker Barrel Old Country Store, Inc",cbrl,1
990,0000949158,Cray Inc,cray,1
991,0000885550,Credit Acceptance Corp,cacc,1
992,0001201135,Credit One Financial Inc,cofi,1
993,0001159510,Credit Suisse Group Ag,cs,0
994,0000315958,Creditriskmonitor Com Inc,crmz,1
995,0000895419,Cree Inc,cree,1
996,0001075736,"Crexendo, Inc.",exe,1
997,0001334036,"Crocs, Inc.",crox,1
998,0001141103,Cross Country Healthcare Inc,ccrn,1
999,0001093207,Crossroads Systems Inc,crds,1
1000,0001328670,"CrowdGather, Inc.",crwg,1
1001,0001051470,Crown Castle International Corp,cci,1
1002,0000025895,Crown Crafts Inc,crws,1
1003,0001219601,Crown Holdings Inc,cck,1
1004,0000784199,Cryolife Inc,cry,1
1005,0001124524,"Cryoport, Inc.",cyrx,1
1006,0001688126,Crypto Co,crcw,1
1007,0000356037,Csp Inc /MA/,cspi,1
1008,0000020629,Css Industries Inc,css,1
1009,0000277948,Csx Corp,csx,1
1010,0001042187,Cti Industries Corp,ctib,1
1011,0001439199,Ctpartners Executive Search Inc.,ctp,1
1012,0000026058,Cts Corp,cts,1
1013,0001298675,CubeSmart,cube,1
1014,0000026076,Cubic Corp /DE/,cub,1
1015,0000912183,Cubist Pharmaceuticals Inc,cbst,1
1016,0000723603,Culp Inc,cfi,1
1017,0001087294,Cumberland Pharmaceuticals Inc,cpix,1
1018,0000026172,Cummins Inc,cmi,1
1019,0001058623,Cumulus Media Inc,cmls,1
1020,0001108205,Curis Inc,cris,1
1021,0001628369,Cushman & Wakefield plc,cwk,1
1022,0001162461,Cutera Inc,cutr,1
1023,0001122897,Cvent Inc,cvt,1
1024,0001376139,Cvr Energy Inc,cvi,1
1025,0001335293,"Cyalume Technologies Holdings, Inc.",cylu,1
1026,0001391636,Cyan Inc,cyni,1
1027,0000768408,Cyanotech Corp,cyan,1
1028,0001598110,CyberArk Software Ltd.,cybr,0
1029,0000864683,Cyberonics Inc,cybx,1
1030,0000768411,Cyberoptics Corp,cybe,1
1031,0000885306,Cynosure Inc,cyno,1
1032,0000791915,Cypress Semiconductor Corp /DE/,cy,1
1033,0000912513,Cytec Industries Inc/DE/,cyt,1
1034,0001061983,Cytokinetics Inc,cytk,1
1035,0001501989,"CytomX Therapeutics, Inc.",ctmx,1
1036,0001095981,"Cytori Therapeutics, Inc.",cytx,1
1037,0000916540,DARLING INGREDIENTS INC.,dar,1
1038,0000943823,DAVE & BUSTERS INC,,1
1039,0000277638,DAVEY TREE EXPERT CO,davt_priv,1
1040,0001450552,"DAVI LUXURY BRAND GROUP, INC.",mdav,1
1041,0001627606,DAVIDsTEA Inc.,dtea,1
1042,0000927066,DAVITA HEALTHCARE PARTNERS INC.,dva,1
1043,0000799165,DAWSON GEOPHYSICAL CO,dwsn,1
1044,0000027367,DAXOR CORP,dxr,1
1045,0001613780,DBV Technologies S.A.,dbvt,0
1046,0001393463,DC BRANDS INTERNATIONAL INC,hrdn,1
1047,0001361025,DCP Holding CO,dcp_priv,1
1048,0001170991,DCT Industrial Trust Inc.,dct,1
1049,0001104252,DDI CORP,,1
1050,0000894315,DDR CORP,ddr,1
1051,0000866873,DEL MONTE FOODS CO,dlm,1
1052,0000872912,"DELCATH SYSTEMS, INC.",dcth,1
1053,0000826083,DELL INC,dell,1
1054,0000859139,DELPHI FINANCIAL GROUP INC/DE,dfg,1
1055,0001029299,"DELTEK, INC",proj,1
1056,0001107332,DENDREON CORP,dndn,1
1057,0000813298,"DESTINATION XL GROUP, INC.",dxlg,1
1058,0001090908,"DETERMINE, INC.",sltc,1
1059,0001159508,DEUTSCHE BANK AKTIENGESELLSCHAFT,db,0
1060,0000730464,DEVRY EDUCATION GROUP INC.,dv,1
1061,0001556739,"DEX MEDIA, INC.",dxm,1
1062,0001490186,DHX Media Ltd.,dhxm,0
1063,0000835403,DIAGEO PLC,deo,0
1064,0000771950,"DIAL GLOBAL, INC. /DE/",dial,1
1065,0000707388,DIGIRAD CORP,drad,1
1066,0001208208,"DIGITALGLOBE, INC.",dgi,1
1067,0000708850,DIONEX CORP /DE,,1
1068,0001465112,DIRECTV,dtv,1
1069,0001080667,DITECH NETWORKS INC,ditc,1
1070,0001175757,"DIVERSEY, INC.",,1
1071,0000918387,DIVERSINET CORP,,0
1072,0001419995,DNA BRANDS INC,dnax,1
1073,0001261333,"DOCUSIGN, INC.",docu,1
1074,0001505952,"DOMO, INC.",domo,1
1075,0001135951,DR REDDYS LABORATORIES LTD,rdy,0
1076,0001294157,"DR. TATTOFF, INC.",tatt_priv,1
1077,0000717724,DRESS BARN INC,,1
1078,0001467623,"DROPBOX, INC.",dbx,1
1079,0001463959,"DS HEALTHCARE GROUP, INC.",dskx,1
1080,0001319947,DSW Inc.,dsw,1
1081,0001649744,DULUTH HOLDINGS INC.,dlth,1
1082,0001396536,"DUOS TECHNOLOGIES GROUP, INC.",duot,1
